survey_week,beach_section_initials,beach,species,species_type,total
2018-04-02,SSO,SOUTH,BBPL,Shorebird,15
2018-04-02,SSO,SOUTH,SAND,Shorebird,385
2018-04-02,SSO,SOUTH,SNPL,Shorebird,45
2018-04-02,SSO,SOUTH,WESA,Shorebird,13
2018-04-02,SSO,SOUTH,WHIM,Shorebird,10
2018-04-02,WAL,SOUTH,BBPL,Shorebird,11
2018-04-02,WAL,SOUTH,SAND,Shorebird,62
2018-04-02,WAL,SOUTH,SNPL,Shorebird,58
2018-04-02,WAL,SOUTH,WEGU,Gull,1
2018-04-02,WAL,SOUTH,WESA,Shorebird,38
2018-04-02,WAL,SOUTH,YELL,Shorebird,1
2015-04-20,MIN,NORTH,SEPL,Shorebird,50
2015-04-20,MIN,NORTH,SURF,Shorebird,75
2015-04-20,PCO,PURISIMA,SNPL,Shorebird,1
2015-04-20,PNO,PURISIMA,CAGU,Gull,1
2015-04-20,PNO,PURISIMA,SAND,Shorebird,500
2015-04-20,PNO,PURISIMA,SEPL,Shorebird,1
2015-04-20,PNO,PURISIMA,SNPL,Shorebird,13
2015-04-20,PNO,PURISIMA,SURF,Shorebird,10
2015-04-20,SAN,NORTH,BBPL,Shorebird,52
2015-04-20,SAN,NORTH,SAND,Shorebird,566
2015-04-20,SAN,NORTH,SEPL,Shorebird,2
2015-04-20,SAN,NORTH,SNPL,Shorebird,52
2015-04-20,SAN,NORTH,SURF,Shorebird,4
2015-04-20,SAN,NORTH,WESA,Shorebird,1
2015-04-20,SAN,NORTH,WILL,Shorebird,1
2015-04-20,SHN,NORTH,SAND,Shorebird,5
2015-04-20,SHN,NORTH,SEPL,Shorebird,47
2015-04-20,SHN,NORTH,SNPL,Shorebird,4
2015-04-20,SHN,NORTH,SURF,Shorebird,100
2015-04-20,SHS,NORTH,BBPL,Shorebird,65
2015-04-20,SHS,NORTH,LBCU,Shorebird,2
2015-04-20,SHS,NORTH,SAND,Shorebird,575
2015-04-20,SHS,NORTH,SNPL,Shorebird,14
2015-04-20,SHS,NORTH,SURF,Shorebird,60
2015-04-20,SHS,NORTH,WHIM,Shorebird,62
2015-04-20,SNO,SOUTH,BBPL,Shorebird,20
2015-04-20,SNO,SOUTH,DOWI,Shorebird,1
2015-04-20,SNO,SOUTH,SAND,Shorebird,16
2015-04-20,SNO,SOUTH,SEPL,Shorebird,9
2015-04-20,SNO,SOUTH,SNPL,Shorebird,67
2015-04-20,SNO,SOUTH,WESA,Shorebird,5
2015-04-20,SNO,SOUTH,WILL,Shorebird,2
2015-04-20,SSO,SOUTH,SEPL,Shorebird,63
2015-04-20,SSO,SOUTH,SNPL,Shorebird,31
2015-04-20,SSO,SOUTH,WESA,Shorebird,1
2015-04-20,SSO,SOUTH,WHIM,Shorebird,2
2015-04-20,WAL,SOUTH,BBPL,Shorebird,46
2015-04-20,WAL,SOUTH,LBCU,Shorebird,2
2015-04-20,WAL,SOUTH,SAND,Shorebird,104
2015-04-20,WAL,SOUTH,SEPL,Shorebird,32
2015-04-20,WAL,SOUTH,SNPL,Shorebird,43
2015-04-20,WAL,SOUTH,WESA,Shorebird,7
2015-04-20,WAL,SOUTH,WHIM,Shorebird,16
2014-04-21,MIN,NORTH,gull,Gull,1
2014-04-21,MIN,NORTH,SEPL,Shorebird,4
2014-04-21,MIN,NORTH,SNPL,Shorebird,3
2014-04-21,PNO,PURISIMA,SEPL,Shorebird,8
2014-04-21,PNO,PURISIMA,SNPL,Shorebird,9
2014-04-21,SAN,NORTH,DUNL,Shorebird,20
2014-04-21,SAN,NORTH,LBCU,Shorebird,1
2014-04-21,SAN,NORTH,SAND,Shorebird,50
2014-04-21,SAN,NORTH,SEPL,Shorebird,25
2014-04-21,SAN,NORTH,SNPL,Shorebird,1
2014-04-21,SAN,NORTH,WHIM,Shorebird,4
2014-04-21,SNO,SOUTH,BBPL,Shorebird,6
2014-04-21,SNO,SOUTH,CATE,Tern,3
2014-04-21,SNO,SOUTH,SAND,Shorebird,300
2014-04-21,SNO,SOUTH,SEPL,Shorebird,10
2014-04-21,SNO,SOUTH,SNPL,Shorebird,35
2014-04-21,SNO,SOUTH,WEGU,Gull,1
2014-04-21,SNO,SOUTH,WHIM,Shorebird,9
2014-04-21,SSO,SOUTH,SAND,Shorebird,1925
2014-04-21,SSO,SOUTH,SEPL,Shorebird,31
2014-04-21,SSO,SOUTH,SNPL,Shorebird,25
2014-04-21,SSO,SOUTH,WEGU,Gull,4
2014-04-21,SSO,SOUTH,WHIM,Shorebird,1
2014-04-21,WAL,SOUTH,BBPL,Shorebird,1
2014-04-21,WAL,SOUTH,KILL,Shorebird,1
2014-04-21,WAL,SOUTH,SAND,Shorebird,1114
2014-04-21,WAL,SOUTH,SEPL,Shorebird,44
2014-04-21,WAL,SOUTH,SNPL,Shorebird,28
2014-04-21,WAL,SOUTH,WEGU,Gull,1
2014-04-21,WAL,SOUTH,WESA,Shorebird,20
2013-04-22,MIN,NORTH,BBPL,Shorebird,4
2013-04-22,MIN,NORTH,SEPL,Shorebird,6
2013-04-22,MIN,NORTH,SNPL,Shorebird,1
2013-04-22,MIN,NORTH,WHIM,Shorebird,17
2013-04-22,PNO,PURISIMA,SNPL,Shorebird,3
2013-04-22,SAN,NORTH,BBPL,Shorebird,5
2013-04-22,SAN,NORTH,DUNL,Shorebird,2
2013-04-22,SAN,NORTH,KILL,Shorebird,1
2013-04-22,SAN,NORTH,LESA,Shorebird,5
2013-04-22,SAN,NORTH,SAND,Shorebird,2
2013-04-22,SAN,NORTH,SEPL,Shorebird,21
2013-04-22,SAN,NORTH,SNPL,Shorebird,57
2013-04-22,SAN,NORTH,WESA,Shorebird,26
2013-04-22,SAN,NORTH,YELL,Shorebird,3
2013-04-22,SHN,NORTH,DOWI,Shorebird,5
2013-04-22,SHN,NORTH,DUNL,Shorebird,3
2013-04-22,SHN,NORTH,LBCU,Shorebird,9
2013-04-22,SHN,NORTH,LESA,Shorebird,35
2013-04-22,SHN,NORTH,SAND,Shorebird,130
2013-04-22,SHN,NORTH,SEPL,Shorebird,15
2013-04-22,SHN,NORTH,SNPL,Shorebird,19
2013-04-22,SHN,NORTH,WESA,Shorebird,91
2013-04-22,SHS,NORTH,SNPL,Shorebird,10
2013-04-22,SHS,NORTH,WESA,Shorebird,40
2013-04-22,SNO,SOUTH,BBPL,Shorebird,6
2013-04-22,SNO,SOUTH,KILL,Shorebird,2
2013-04-22,SNO,SOUTH,SAND,Shorebird,2935
2013-04-22,SNO,SOUTH,SNPL,Shorebird,45
2013-04-22,SNO,SOUTH,WESA,Shorebird,2
2013-04-22,SNO,SOUTH,WHIM,Shorebird,1
2013-04-22,SNO,SOUTH,YELL,Shorebird,1
2013-04-22,SSO,SOUTH,SAND,Shorebird,50
2013-04-22,SSO,SOUTH,SNPL,Shorebird,4
2013-04-22,WAL,SOUTH,BBPL,Shorebird,1
2013-04-22,WAL,SOUTH,BOGU,Gull,6
2013-04-22,WAL,SOUTH,CAGU,Gull,50
2013-04-22,WAL,SOUTH,KILL,Shorebird,1
2013-04-22,WAL,SOUTH,SAND,Shorebird,237
2013-04-22,WAL,SOUTH,SEPL,Shorebird,2
2013-04-22,WAL,SOUTH,SNPL,Shorebird,30
2013-04-22,WAL,SOUTH,WESA,Shorebird,2
2012-04-23,MIN,NORTH,DOWI,Shorebird,2
2012-04-23,MIN,NORTH,peeps,Shorebird,35
2012-04-23,MIN,NORTH,SEPL,Shorebird,1
2012-04-23,MIN,NORTH,SNPL,Shorebird,13
2012-04-23,MIN,NORTH,WHIM,Shorebird,125
2012-04-23,SHN,NORTH,BBPL,Shorebird,16
2012-04-23,SHN,NORTH,peeps,Shorebird,2
2012-04-23,SHN,NORTH,SEPL,Shorebird,1
2012-04-23,SHN,NORTH,SNPL,Shorebird,2
2012-04-23,SHN,NORTH,WHIM,Shorebird,53
2012-04-23,WAL,SOUTH,BBPL,Shorebird,1
2012-04-23,WAL,SOUTH,CAGU,Gull,5
2012-04-23,WAL,SOUTH,SAND,Shorebird,1730
2012-04-23,WAL,SOUTH,SNPL,Shorebird,27
2018-04-23,MIN,NORTH,LBCU,Shorebird,1
2018-04-23,MIN,NORTH,SAND,Shorebird,10
2018-04-23,MIN,NORTH,SEPL,Shorebird,10
2018-04-23,MIN,NORTH,SNPL,Shorebird,6
2018-04-23,MIN,NORTH,WHIM,Shorebird,5
2018-04-23,PCO,PURISIMA,SNPL,Shorebird,4
2018-04-23,PNO,PURISIMA,SAND,Shorebird,2
2018-04-23,PNO,PURISIMA,SEPL,Shorebird,3
2018-04-23,PNO,PURISIMA,SNPL,Shorebird,7
2018-04-23,SAN,NORTH,BBPL,Shorebird,7
2018-04-23,SAN,NORTH,BLTU,Shorebird,2
2018-04-23,SAN,NORTH,RUTU,Shorebird,4
2018-04-23,SAN,NORTH,SAND,Shorebird,47
2018-04-23,SAN,NORTH,SEPL,Shorebird,2
2018-04-23,SAN,NORTH,SNPL,Shorebird,50
2018-04-23,SAN,NORTH,WEGU,Gull,4
2018-04-23,SAN,NORTH,WESA,Shorebird,1
2018-04-23,SAN,NORTH,WHIM,Shorebird,1
2018-04-23,SHN,NORTH,CAGU,Gull,1
2018-04-23,SHN,NORTH,SAND,Shorebird,10
2018-04-23,SHN,NORTH,SEPL,Shorebird,7
2018-04-23,SHN,NORTH,SNPL,Shorebird,15
2018-04-23,SHS,NORTH,SAND,Shorebird,75
2018-04-23,SHS,NORTH,SEPL,Shorebird,12
2018-04-23,SHS,NORTH,SNPL,Shorebird,17
2016-04-25,SNO,SOUTH,BBPL,Shorebird,3
2016-04-25,SNO,SOUTH,KILL,Shorebird,2
2016-04-25,SNO,SOUTH,SAND,Shorebird,300
2016-04-25,SNO,SOUTH,SEPL,Shorebird,9
2016-04-25,SNO,SOUTH,SNPL,Shorebird,43
2016-04-25,SSO,SOUTH,SAND,Shorebird,150
2016-04-25,SSO,SOUTH,SNPL,Shorebird,29
2016-04-25,SSO,SOUTH,WHIM,Shorebird,4
2016-04-25,WAL,SOUTH,BBPL,Shorebird,30
2016-04-25,WAL,SOUTH,CAGU,Gull,25
2016-04-25,WAL,SOUTH,CATE,Tern,4
2016-04-25,WAL,SOUTH,DUNL,Shorebird,1
2016-04-25,WAL,SOUTH,MAGO,Shorebird,10
2016-04-25,WAL,SOUTH,RUTU,Shorebird,2
2016-04-25,WAL,SOUTH,SAND,Shorebird,150
2016-04-25,WAL,SOUTH,SNPL,Shorebird,36
2016-04-25,WAL,SOUTH,WEGU,Gull,20
2015-04-27,MIN,NORTH,WHIM,Shorebird,5
2015-04-27,PCO,PURISIMA,WEGU,Gull,2
2015-04-27,PNO,PURISIMA,LBCU,Shorebird,1
2015-04-27,PNO,PURISIMA,SAND,Shorebird,35
2015-04-27,PNO,PURISIMA,SEPL,Shorebird,1
2015-04-27,PNO,PURISIMA,SNPL,Shorebird,7
2015-04-27,PNO,PURISIMA,WEGU,Gull,47
2015-04-27,PNO,PURISIMA,WHIM,Shorebird,14
2015-04-27,SAN,NORTH,BBPL,Shorebird,25
2015-04-27,SAN,NORTH,CAGU,Gull,7
2015-04-27,SAN,NORTH,DUNL,Shorebird,12
2015-04-27,SAN,NORTH,RBGU,Gull,1
2015-04-27,SAN,NORTH,SAND,Shorebird,666
2015-04-27,SAN,NORTH,SEPL,Shorebird,3
2015-04-27,SAN,NORTH,SNPL,Shorebird,35
2015-04-27,SAN,NORTH,WEGU,Gull,40
2015-04-27,SAN,NORTH,WHIM,Shorebird,216
2015-04-27,SHN,NORTH,LBCU,Shorebird,2
2015-04-27,SHN,NORTH,SAND,Shorebird,120
2015-04-27,SHN,NORTH,SEPL,Shorebird,5
2015-04-27,SHN,NORTH,SNPL,Shorebird,5
2015-04-27,SHN,NORTH,WHIM,Shorebird,35
2015-04-27,SHS,NORTH,DUNL,Shorebird,16
2015-04-27,SHS,NORTH,NOHA,Raptor,1
2015-04-27,SHS,NORTH,SAND,Shorebird,265
2015-04-27,SHS,NORTH,SEPL,Shorebird,7
2015-04-27,SHS,NORTH,SNPL,Shorebird,10
2015-04-27,SHS,NORTH,WESA,Shorebird,6
2015-04-27,SHS,NORTH,WHIM,Shorebird,102
2015-04-27,SNO,SOUTH,BBPL,Shorebird,5
2015-04-27,SNO,SOUTH,BLTU,Shorebird,2
2015-04-27,SNO,SOUTH,RTHA,Raptor,2
2015-04-27,SNO,SOUTH,SAND,Shorebird,1376
2015-04-27,SNO,SOUTH,SEPL,Shorebird,1
2015-04-27,SNO,SOUTH,SNPL,Shorebird,45
2015-04-27,SSO,SOUTH,PEFA,Raptor,1
2015-04-27,SSO,SOUTH,SAND,Shorebird,100
2015-04-27,SSO,SOUTH,SEPL,Shorebird,16
2015-04-27,SSO,SOUTH,SNPL,Shorebird,26
2015-04-27,SSO,SOUTH,WESA,Shorebird,5
2015-04-27,SSO,SOUTH,WHIM,Shorebird,11
2015-04-27,WAL,SOUTH,KILL,Shorebird,1
2015-04-27,WAL,SOUTH,SAND,Shorebird,50
2015-04-27,WAL,SOUTH,SEPL,Shorebird,4
2015-04-27,WAL,SOUTH,SNPL,Shorebird,48
2015-04-27,WAL,SOUTH,WEGU,Gull,17
2015-04-27,WAL,SOUTH,WESA,Shorebird,2
2013-04-29,MIN,NORTH,BOGU,Gull,1
2013-04-29,MIN,NORTH,SEPL,Shorebird,1
2013-04-29,MIN,NORTH,SNPL,Shorebird,2
2013-04-29,MIN,NORTH,WEGU,Gull,3
2013-04-29,MIN,NORTH,WHIM,Shorebird,5
2013-04-29,PNO,PURISIMA,BBPL,Shorebird,2
2013-04-29,PNO,PURISIMA,SEPL,Shorebird,7
2013-04-29,PNO,PURISIMA,SNPL,Shorebird,2
2013-04-29,PNO,PURISIMA,WESA,Shorebird,1
2013-04-29,PNO,PURISIMA,WHIM,Shorebird,1
2013-04-29,SAN,NORTH,CAGU,Gull,5
2013-04-29,SAN,NORTH,SAND,Shorebird,4
2013-04-29,SAN,NORTH,SEPL,Shorebird,10
2013-04-29,SAN,NORTH,SNPL,Shorebird,64
2013-04-29,SAN,NORTH,SURF,Shorebird,20
2013-04-29,SAN,NORTH,WEGU,Gull,17
2013-04-29,SAN,NORTH,WESA,Shorebird,6
2013-04-29,SAN,NORTH,WHIM,Shorebird,3
2013-04-29,SHN,NORTH,NOHA,Raptor,1
2013-04-29,SHN,NORTH,SEPL,Shorebird,56
2013-04-29,SHN,NORTH,SNPL,Shorebird,17
2013-04-29,SHN,NORTH,WESA,Shorebird,250
2013-04-29,SHN,NORTH,WHIM,Shorebird,8
2013-04-29,SHS,NORTH,DUNL,Shorebird,8
2013-04-29,SHS,NORTH,SAND,Shorebird,5
2013-04-29,SHS,NORTH,SEPL,Shorebird,15
2013-04-29,SHS,NORTH,WESA,Shorebird,50
2013-04-29,SNO,SOUTH,RNPH,Shorebird,1
2013-04-29,SNO,SOUTH,SEPL,Shorebird,6
2013-04-29,SNO,SOUTH,SNPL,Shorebird,36
2013-04-29,SNO,SOUTH,WESA,Shorebird,60
2013-04-29,SSO,SOUTH,SEPL,Shorebird,21
2013-04-29,SSO,SOUTH,SNPL,Shorebird,27
2013-04-29,WAL,SOUTH,SEPL,Shorebird,5
2013-04-29,WAL,SOUTH,SNPL,Shorebird,30
2013-04-29,WAL,SOUTH,WESA,Shorebird,138
2017-04-03,SNO,SOUTH,BBPL,Shorebird,69
2017-04-03,SNO,SOUTH,DUNL,Shorebird,3
2017-04-03,SNO,SOUTH,SNPL,Shorebird,38
2017-04-03,SNO,SOUTH,WESA,Shorebird,3
2017-04-03,SSO,SOUTH,BBPL,Shorebird,15
2017-04-03,SSO,SOUTH,SAND,Shorebird,50
2017-04-03,SSO,SOUTH,SNPL,Shorebird,34
2017-04-03,WAL,SOUTH,BBPL,Shorebird,14
2017-04-03,WAL,SOUTH,DUNL,Shorebird,1
2017-04-03,WAL,SOUTH,SNPL,Shorebird,39
2017-04-03,WAL,SOUTH,WESA,Shorebird,9
2012-04-30,MIN,NORTH,SEPL,Shorebird,1
2012-04-30,MIN,NORTH,SNPL,Shorebird,8
2012-04-30,PNO,PURISIMA,SNPL,Shorebird,1
2012-04-30,SAN,NORTH,peeps,Shorebird,2
2012-04-30,SAN,NORTH,PEFA,Raptor,1
2012-04-30,SAN,NORTH,SAND,Shorebird,5
2012-04-30,SAN,NORTH,SEPL,Shorebird,41
2012-04-30,SAN,NORTH,SNPL,Shorebird,41
2012-04-30,SHN,NORTH,gull,Gull,12
2012-04-30,SHN,NORTH,OSPR,Raptor,1
2012-04-30,SHN,NORTH,peeps,Shorebird,30
2012-04-30,SHN,NORTH,SAND,Shorebird,40
2012-04-30,SHN,NORTH,SEPL,Shorebird,52
2012-04-30,SHN,NORTH,SNPL,Shorebird,16
2012-04-30,SHN,NORTH,WHIM,Shorebird,82
2012-04-30,SHS,NORTH,LBCU,Shorebird,20
2012-04-30,SHS,NORTH,PEFA,Raptor,1
2012-04-30,SHS,NORTH,SNPL,Shorebird,3
2012-04-30,SHS,NORTH,WHIM,Shorebird,100
2012-04-30,SNO,SOUTH,SAND,Shorebird,2000
2012-04-30,SNO,SOUTH,SNPL,Shorebird,52
2012-04-30,SNO,SOUTH,WESA,Shorebird,200
2012-04-30,SSO,SOUTH,SEPL,Shorebird,6
2012-04-30,SSO,SOUTH,SNPL,Shorebird,22
2012-04-30,WAL,SOUTH,CAGU,Gull,60
2012-04-30,WAL,SOUTH,peeps,Shorebird,100
2012-04-30,WAL,SOUTH,SNPL,Shorebird,2
2018-04-30,SNO,SOUTH,AMKE,Raptor,1
2018-04-30,SNO,SOUTH,BOGU,Gull,1
2018-04-30,SNO,SOUTH,KILL,Shorebird,2
2018-04-30,SNO,SOUTH,MAGO,Shorebird,1
2018-04-30,SNO,SOUTH,SAND,Shorebird,62
2018-04-30,SNO,SOUTH,SEPL,Shorebird,10
2018-04-30,SNO,SOUTH,SNPL,Shorebird,55
2018-04-30,SNO,SOUTH,WESA,Shorebird,15
2018-04-30,SNO,SOUTH,WHIM,Shorebird,1
2018-04-30,SSO,SOUTH,SAND,Shorebird,1085
2018-04-30,SSO,SOUTH,SEPL,Shorebird,35
2018-04-30,SSO,SOUTH,SNPL,Shorebird,42
2018-04-30,SSO,SOUTH,WESA,Shorebird,40
2018-04-30,WAL,SOUTH,BBPL,Shorebird,5
2018-04-30,WAL,SOUTH,SAND,Shorebird,498
2018-04-30,WAL,SOUTH,SEPL,Shorebird,10
2018-04-30,WAL,SOUTH,SNPL,Shorebird,44
2018-04-30,WAL,SOUTH,WESA,Shorebird,10
2016-04-04,MIN,NORTH,SEPL,Shorebird,5
2016-04-04,MIN,NORTH,SNPL,Shorebird,4
2016-04-04,PNO,PURISIMA,BBPL,Shorebird,39
2016-04-04,PNO,PURISIMA,SAND,Shorebird,4
2016-04-04,PNO,PURISIMA,SNPL,Shorebird,9
2016-04-04,SAN,NORTH,SNPL,Shorebird,52
2016-04-04,SHN,NORTH,SNPL,Shorebird,6
2016-04-04,SHS,NORTH,SNPL,Shorebird,20
2015-04-06,MIN,NORTH,SNPL,Shorebird,1
2015-04-06,PCO,PURISIMA,RTHA,Raptor,1
2015-04-06,PNO,PURISIMA,SAND,Shorebird,1
2015-04-06,PNO,PURISIMA,SNPL,Shorebird,13
2015-04-06,SAN,NORTH,SAND,Shorebird,180
2015-04-06,SAN,NORTH,SNPL,Shorebird,30
2015-04-06,SAN,NORTH,WHIM,Shorebird,3
2015-04-06,SHN,NORTH,SEPL,Shorebird,1
2015-04-06,SHN,NORTH,SNPL,Shorebird,5
2015-04-06,SHS,NORTH,SAND,Shorebird,5
2015-04-06,SHS,NORTH,SNPL,Shorebird,8
2015-04-06,SHS,NORTH,SURF,Shorebird,2
2015-04-06,SHS,NORTH,WHIM,Shorebird,9
2015-04-06,SNO,SOUTH,SNPL,Shorebird,45
2015-04-06,SSO,SOUTH,SAND,Shorebird,40
2015-04-06,SSO,SOUTH,SEPL,Shorebird,2
2015-04-06,SSO,SOUTH,SNPL,Shorebird,44
2015-04-06,WAL,SOUTH,SAND,Shorebird,80
2015-04-06,WAL,SOUTH,SNPL,Shorebird,41
2015-04-06,WAL,SOUTH,WHIM,Shorebird,1
2014-04-07,MIN,NORTH,SNPL,Shorebird,1
2014-04-07,PNO,PURISIMA,BBPL,Shorebird,11
2014-04-07,PNO,PURISIMA,RTHA,Raptor,1
2014-04-07,PNO,PURISIMA,SAND,Shorebird,4
2014-04-07,PNO,PURISIMA,SNPL,Shorebird,2
2014-04-07,PNO,PURISIMA,SURF,Shorebird,2
2014-04-07,SAN,NORTH,BBPL,Shorebird,139
2014-04-07,SAN,NORTH,gull,Gull,3
2014-04-07,SAN,NORTH,MAGO,Shorebird,1
2014-04-07,SAN,NORTH,SAND,Shorebird,301
2014-04-07,SAN,NORTH,SNPL,Shorebird,29
2014-04-07,SAN,NORTH,SURF,Shorebird,3
2014-04-07,SHN,NORTH,BBPL,Shorebird,8
2014-04-07,SHN,NORTH,SNPL,Shorebird,6
2014-04-07,SHN,NORTH,SURF,Shorebird,3
2014-04-07,SHN,NORTH,WHIM,Shorebird,11
2014-04-07,SHS,NORTH,BBPL,Shorebird,9
2014-04-07,SHS,NORTH,SAND,Shorebird,1000
2014-04-07,SHS,NORTH,SEPL,Shorebird,1
2014-04-07,SHS,NORTH,SNPL,Shorebird,9
2014-04-07,SNO,SOUTH,BBPL,Shorebird,13
2014-04-07,SNO,SOUTH,DUNL,Shorebird,8
2014-04-07,SNO,SOUTH,SAND,Shorebird,310
2014-04-07,SNO,SOUTH,SNPL,Shorebird,61
2014-04-07,SNO,SOUTH,WESA,Shorebird,46
2014-04-07,SSO,SOUTH,BBPL,Shorebird,113
2014-04-07,SSO,SOUTH,DOWI,Shorebird,16
2014-04-07,SSO,SOUTH,DUNL,Shorebird,14
2014-04-07,SSO,SOUTH,gull,Gull,2
2014-04-07,SSO,SOUTH,LESA,Shorebird,1
2014-04-07,SSO,SOUTH,SAND,Shorebird,660
2014-04-07,SSO,SOUTH,SEPL,Shorebird,3
2014-04-07,SSO,SOUTH,SNPL,Shorebird,36
2014-04-07,SSO,SOUTH,SURF,Shorebird,420
2014-04-07,SSO,SOUTH,WESA,Shorebird,83
2014-04-07,SSO,SOUTH,WHIM,Shorebird,5
2014-04-07,WAL,SOUTH,BBPL,Shorebird,25
2014-04-07,WAL,SOUTH,CAGU,Gull,5
2014-04-07,WAL,SOUTH,CATE,Tern,1
2014-04-07,WAL,SOUTH,RBGU,Gull,2
2014-04-07,WAL,SOUTH,ROTE,Tern,1
2014-04-07,WAL,SOUTH,SAND,Shorebird,348
2014-04-07,WAL,SOUTH,SNPL,Shorebird,24
2014-04-07,WAL,SOUTH,SURF,Shorebird,130
2014-04-07,WAL,SOUTH,WEGU,Gull,5
2014-04-07,WAL,SOUTH,WHIM,Shorebird,1
2013-04-08,MIN,NORTH,SNPL,Shorebird,5
2013-04-08,MIN,NORTH,WHIM,Shorebird,1
2013-04-08,PNO,PURISIMA,BBPL,Shorebird,1
2013-04-08,PNO,PURISIMA,BLTU,Shorebird,12
2013-04-08,PNO,PURISIMA,DOWI,Shorebird,1
2013-04-08,PNO,PURISIMA,SNPL,Shorebird,2
2013-04-08,PNO,PURISIMA,SURF,Shorebird,15
2013-04-08,PNO,PURISIMA,WHIM,Shorebird,8
2013-04-08,SAN,NORTH,BBPL,Shorebird,204
2013-04-08,SAN,NORTH,BLTU,Shorebird,6
2013-04-08,SAN,NORTH,DOWI,Shorebird,7
2013-04-08,SAN,NORTH,SAND,Shorebird,230
2013-04-08,SAN,NORTH,SEPL,Shorebird,1
2013-04-08,SAN,NORTH,SNPL,Shorebird,82
2013-04-08,SAN,NORTH,SURF,Shorebird,125
2013-04-08,SAN,NORTH,WHIM,Shorebird,9
2013-04-08,SAN,NORTH,YELL,Shorebird,2
2013-04-08,SHN,NORTH,BBPL,Shorebird,15
2013-04-08,SHN,NORTH,DUNL,Shorebird,2
2013-04-08,SHN,NORTH,NOHA,Raptor,1
2013-04-08,SHN,NORTH,PEFA,Raptor,1
2013-04-08,SHN,NORTH,SAND,Shorebird,200
2013-04-08,SHN,NORTH,SNPL,Shorebird,24
2013-04-08,SHN,NORTH,WHIM,Shorebird,25
2013-04-08,SHS,NORTH,NOHA,Raptor,1
2013-04-08,SNO,SOUTH,CAGU,Gull,135
2013-04-08,SNO,SOUTH,KILL,Shorebird,1
2013-04-08,SNO,SOUTH,SAND,Shorebird,10113
2013-04-08,SNO,SOUTH,SNPL,Shorebird,47
2013-04-08,SNO,SOUTH,WEGU,Gull,1
2013-04-08,SNO,SOUTH,WESA,Shorebird,12
2013-04-08,SNO,SOUTH,WHIM,Shorebird,4
2013-04-08,SSO,SOUTH,BBPL,Shorebird,31
2013-04-08,SSO,SOUTH,CAGU,Gull,1
2013-04-08,SSO,SOUTH,DOWI,Shorebird,1
2013-04-08,SSO,SOUTH,DUNL,Shorebird,15
2013-04-08,SSO,SOUTH,LBCU,Shorebird,15
2013-04-08,SSO,SOUTH,SAND,Shorebird,1390
2013-04-08,SSO,SOUTH,SEPL,Shorebird,3
2013-04-08,SSO,SOUTH,SNPL,Shorebird,30
2013-04-08,SSO,SOUTH,SURF,Shorebird,125
2013-04-08,SSO,SOUTH,WESA,Shorebird,300
2013-04-08,SSO,SOUTH,WHIM,Shorebird,15
2013-04-08,WAL,SOUTH,BBPL,Shorebird,5
2013-04-08,WAL,SOUTH,CAGU,Gull,80
2013-04-08,WAL,SOUTH,HERG,Gull,1
2013-04-08,WAL,SOUTH,KILL,Shorebird,1
2013-04-08,WAL,SOUTH,LBCU,Shorebird,2
2013-04-08,WAL,SOUTH,peeps,Shorebird,100
2013-04-08,WAL,SOUTH,SAND,Shorebird,1000
2013-04-08,WAL,SOUTH,SNPL,Shorebird,26
2013-04-08,WAL,SOUTH,WEGU,Gull,3
2013-04-08,WAL,SOUTH,WHIM,Shorebird,1
2012-04-09,SAN,NORTH,BBPL,Shorebird,50
2012-04-09,SAN,NORTH,PEFA,Raptor,1
2012-04-09,SAN,NORTH,SAND,Shorebird,2000
2012-04-09,SAN,NORTH,SNPL,Shorebird,22
2012-04-09,SNO,SOUTH,BBPL,Shorebird,1
2012-04-09,SNO,SOUTH,LESA,Shorebird,12
2012-04-09,SNO,SOUTH,SAND,Shorebird,1100
2012-04-09,SNO,SOUTH,SEPL,Shorebird,1
2012-04-09,SNO,SOUTH,SNPL,Shorebird,75
2012-04-09,SNO,SOUTH,WESA,Shorebird,500
2012-04-09,SSO,SOUTH,BBPL,Shorebird,5
2012-04-09,SSO,SOUTH,SEPL,Shorebird,9
2012-04-09,SSO,SOUTH,SNPL,Shorebird,30
2012-04-09,SSO,SOUTH,WESA,Shorebird,315
2012-04-09,WAL,SOUTH,RTHA,Raptor,1
2012-04-09,WAL,SOUTH,SAND,Shorebird,1700
2012-04-09,WAL,SOUTH,SNPL,Shorebird,22
2012-04-09,WAL,SOUTH,WEGU,Gull,40
2017-05-01,SNO,SOUTH,LBCU,Shorebird,3
2017-05-01,SNO,SOUTH,SAND,Shorebird,236
2017-05-01,SNO,SOUTH,SNPL,Shorebird,63
2017-05-01,SSO,SOUTH,SAND,Shorebird,760
2017-05-01,SSO,SOUTH,SEPL,Shorebird,6
2017-05-01,SSO,SOUTH,SNPL,Shorebird,47
2017-05-01,SSO,SOUTH,SPSA,Shorebird,1
2017-05-01,SSO,SOUTH,WHIM,Shorebird,5
2017-05-01,WAL,SOUTH,BBPL,Shorebird,2
2017-05-01,WAL,SOUTH,BOGU,Gull,1
2017-05-01,WAL,SOUTH,CAGU,Gull,113
2017-05-01,WAL,SOUTH,KILL,Shorebird,2
2017-05-01,WAL,SOUTH,MAGO,Shorebird,1
2017-05-01,WAL,SOUTH,SAND,Shorebird,905
